Player,Nation,Pos,Squad,Comp,Age,MP,Min,TklW,Int,Clr,Blocks,Carries,PrgDist,FinalThird,Ast,KP,CrsPA
Pathé Ciss,sn SEN,"MF,DF",Rayo Vallecano,es La Liga,32-058,26,1848,32,31,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Amadou Cissé,gn GUI,DF,Strasbourg,fr Ligue 1,20-075,1,90,2,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jonathan Clauss,fr FRA,"MF,DF",Nice,fr Ligue 1,33-230,29,2453,37,47,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0
Saúl Coco,gq EQG,DF,Torino,it Serie A,27-093,33,2908,31,41,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Séamus Coleman,ie IRL,DF,Everton,eng Premier League,37-214,3,11,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Maxime Colin,fr FRA,DF,Metz,fr Ligue 1,34-179,21,1602,29,22,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Nathan Collins,ie IRL,DF,Brentford,eng Premier League,25-013,33,2795,11,34,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Nnamdi Collins,de GER,DF,Eintracht Frankfurt,de Bundesliga,22-123,23,1500,38,24,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Levi Colwill,eng ENG,DF,Chelsea,eng Premier League,23-076,2,135,1,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Eray Cömert,ch SUI,DF,Valencia,es La Liga,28-098,15,1178,13,20,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Pietro Comuzzo,it ITA,DF,Fiorentina,it Serie A,21-082,25,1579,15,22,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Lewis Cook,eng ENG,"MF,DF",Bournemouth,eng Premier League,29-099,16,872,17,21,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Copete,es ESP,DF,Valencia,es La Liga,26-215,21,1759,15,25,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Diego Coppola,it ITA,DF,Paris FC,fr Ligue 1,22-136,12,1080,9,7,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Diego Coppola,it ITA,DF,Brighton,eng Premier League,22-136,5,194,2,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Francesco Coppola,it ITA,DF,Pisa,it Serie A,21-032,7,458,5,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Derek Cornelius,ca CAN,"DF,FW",Marseille,fr Ligue 1,28-169,2,58,0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Thierry Correia,pt POR,"DF,MF",Valencia,es La Liga,27-065,22,1363,20,17,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Danny da Costa,de GER,"DF,MF",Mainz 05,de Bundesliga,32-304,33,2650,26,29,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
David Costas,es ESP,DF,Oviedo,es La Liga,31-048,23,1886,22,25,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Vladimír Coufal,cz CZE,"DF,MF",Hoffenheim,de Bundesliga,33-264,33,2922,33,37,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0
Abdoul Coulibaly,de GER,DF,Werder Bremen,de Bundesliga,18-355,26,2030,14,23,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Soumaïla Coulibaly,fr FRA,DF,Brest,fr Ligue 1,22-211,16,1338,12,13,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Woyo Coulibaly,ml MLI,DF,Sassuolo,it Serie A,26-352,18,874,13,8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Nicolas Cozza,fr FRA,DF,Nantes,fr Ligue 1,27-125,29,2301,27,21,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Charlie Cresswell,eng ENG,DF,Toulouse,fr Ligue 1,23-269,29,2533,14,30,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,33-289,15,649,3,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Pau Cubarsí,es ESP,DF,Barcelona,es La Liga,19-111,30,2642,26,30,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,27-295,32,2527,37,27,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
Jorge Cuenca,es ESP,DF,Fulham,eng Premier League,26-177,14,933,10,15,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Montrell Culbreath,de GER,"MF,DF",Leverkusen,de Bundesliga,18-257,11,675,13,7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jair Cunha,br BRA,DF,Nottingham Forest,eng Premier League,21-067,7,448,5,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ameen Al-Dakhil,be BEL,DF,Stuttgart,de Bundesliga,24-068,8,380,3,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Diogo Dalot,pt POR,"DF,MF",Manchester Utd,eng Premier League,27-056,33,2524,29,25,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Kevin Danso,at AUT,DF,Tottenham Hotspur,eng Premier League,27-236,22,1314,13,19,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Dante,br BRA,DF,Nice,fr Ligue 1,42-207,11,759,5,10,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,25-192,13,525,6,3,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Ben Davies,wls WAL,DF,Tottenham Hotspur,eng Premier League,33-019,3,137,4,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Davinchi,es ESP,DF,Getafe,es La Liga,18-209,11,633,15,7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Maxim De Cuyper,be BEL,"DF,MF",Brighton,eng Premier League,25-142,28,1280,10,9,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,37-355,11,426,1,6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Thibault De Smet,be BEL,DF,Paris FC,fr Ligue 1,27-342,17,1144,11,10,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Koni De Winter,be BEL,DF,Milan,it Serie A,23-335,25,1785,18,13,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Alessandro Deiola,it ITA,"MF,DF",Cagliari,it Serie A,30-285,18,1286,20,12,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Enrico Del Prato,it ITA,"DF,MF",Parma,it Serie A,26-184,34,2861,20,24,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Thomas Delaine,fr FRA,"MF,DF",Le Havre,fr Ligue 1,34-050,5,201,0,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Olivier Deman,be BEL,"DF,MF",Werder Bremen,de Bundesliga,26-037,15,1164,22,9,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Ali Dembélé,fr FRA,DF,Torino,it Serie A,22-128,2,21,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Rav van den Berg,nl NED,DF,Köln,de Bundesliga,21-310,14,1131,8,14,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Sepp van den Berg,nl NED,DF,Brentford,eng Premier League,24-144,30,2664,8,26,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Daniel Denoon,ch SUI,DF,Pisa,it Serie A,22-105,2,122,2,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Giovanni Di Lorenzo,it ITA,"DF,MF",Napoli,it Serie A,32-282,24,2099,26,9,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Alessandro Di Pardo,it ITA,"DF,MF",Cagliari,it Serie A,26-299,3,54,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Bambo Diaby,sn SEN,DF,Elche,es La Liga,28-147,4,102,0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,29-145,8,543,6,9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Bafodé Diakité,fr FRA,DF,Bournemouth,eng Premier League,25-127,18,1277,15,10,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Moussa Diarra,ml MLI,DF,Alavés,es La Liga,25-184,3,216,2,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Rúben Dias,pt POR,DF,Manchester City,eng Premier League,28-364,25,2051,6,22,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Krépin Diatta,sn SEN,"MF,DF",Monaco,fr Ligue 1,27-077,18,1013,16,15,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Julio Diaz,es ESP,DF,Atlético Madrid,es La Liga,21-123,4,310,3,4,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Junior Diaz,ci CIV,DF,Brest,fr Ligue 1,22-294,19,1472,15,23,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Eric Dier,eng ENG,DF,Monaco,fr Ligue 1,32-118,9,688,2,10,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,32-297,30,1762,25,12,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0
Kevin Diks,id IDN,DF,Gladbach,de Bundesliga,29-219,29,2374,29,24,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Sinaly Diomande,ci CIV,DF,Auxerre,fr Ligue 1,25-034,23,2041,16,32,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Issa Diop,ma MAR,DF,Fulham,eng Premier League,29-124,11,641,2,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
El Hadji Malick Diouf,sn SEN,"DF,MF",West Ham United,eng Premier League,21-136,30,2527,19,29,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0
Axel Disasi,fr FRA,DF,West Ham United,eng Premier League,28-063,12,1074,9,8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Djené,tg TOG,"DF,MF",Getafe,es La Liga,34-133,32,2470,23,37,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,33-083,32,2411,30,37,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Dodô,br BRA,"DF,MF",Fiorentina,it Serie A,27-177,34,2954,17,29,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,27-317,33,2970,31,41,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Matt Doherty,ie IRL,"DF,MF",Wolves,eng Premier League,34-117,11,787,8,7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Josh Doig,sct SCO,DF,Sassuolo,it Serie A,23-360,30,1917,20,22,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,25-091,8,610,8,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
John Donald,es ESP,"DF,MF",Elche,es La Liga,25-256,19,613,12,7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Alberto Dossena,it ITA,DF,Cagliari,it Serie A,27-212,10,740,11,7,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Mamedi Doucouré,fr FRA,DF,Genoa,it Serie A,19-114,1,9,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Sékou Doucoure,fr FRA,DF,Nantes,fr Ligue 1,21-017,1,45,0,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Guela Doué,ci CIV,"DF,MF",Strasbourg,fr Ligue 1,23-208,22,1881,37,26,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0
Ismaël Doukouré,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,22-293,24,1982,11,23,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Radu Drăgușin,ro ROU,DF,Tottenham Hotspur,eng Premier League,24-099,9,516,3,16,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Domingos Duarte,pt POR,DF,Getafe,es La Liga,31-064,31,2672,16,30,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,34-173,31,2658,21,29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Adam Dźwigała,pl POL,DF,St Pauli,de Bundesliga,30-230,18,1212,26,23,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Enzo Ebosse,cm CMR,DF,Hellas Verona,it Serie A,27-063,4,214,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Enzo Ebosse,cm CMR,DF,Torino,it Serie A,27-063,11,935,6,8,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Andrias Edmundsson,fo FRO,DF,Hellas Verona,it Serie A,25-146,13,1139,15,26,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
CJ Egan-Riley,eng ENG,"DF,MF",Marseille,fr Ligue 1,23-131,11,624,7,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Kingsley Ehizibue,nl NED,"MF,DF",Udinese,it Serie A,30-353,31,1721,31,13,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Hjalmar Ekdal,se SWE,DF,Burnley,eng Premier League,27-204,19,1539,17,12,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jacques Ekomie,ga GAB,"DF,MF",Angers,fr Ligue 1,22-267,31,2213,32,31,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Daniel Elfadli,ly LBY,DF,Hamburger SV,de Bundesliga,29-037,21,1253,14,20,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Unai Elgezabal,es ESP,"DF,MF",Levante,es La Liga,33-018,12,958,4,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,32-046,14,623,7,10,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,29-225,32,2876,31,38,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Wataru Endo,jp JPN,DF,Liverpool,eng Premier League,33-093,8,175,3,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Xavi Espart,es ESP,DF,Barcelona,es La Liga,18-357,2,91,1,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Alfonso Espino,uy URU,"DF,MF",Rayo Vallecano,es La Liga,34-128,27,1296,27,15,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Marco Esteban,es ESP,DF,Oviedo,es La Liga,20-132,1,45,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Maxime Estève,fr FRA,DF,Burnley,eng Premier League,23-352,33,2851,24,37,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Tomás Esteves,pt POR,"DF,MF",Pisa,it Serie A,24-040,1,14,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Wout Faes,be BEL,DF,Monaco,fr Ligue 1,28-040,13,1051,12,13,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Omar Falah,es ESP,DF,Oviedo,es La Liga,22-246,1,14,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Abdoulaye Faye,sn SEN,DF,Lorient,fr Ligue 1,21-233,16,1354,23,28,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Luiz Felipe,it ITA,DF,Rayo Vallecano,es La Liga,29-052,10,470,8,7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Pedro Felipe,br BRA,DF,Sassuolo,it Serie A,21-355,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Kiko Femenía,es ESP,"DF,MF",Getafe,es La Liga,35-100,28,2008,24,36,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Manu Fernández,es ESP,DF,Celta Vigo,es La Liga,25-020,14,758,9,7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Pelayo Fernandez,es ESP,DF,Rayo Vallecano,es La Liga,23-014,1,45,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Max Finkgräfe,de GER,DF,RB Leipzig,de Bundesliga,22-047,12,414,8,8,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Junior Firpo,do DOM,DF,Real Betis,es La Liga,29-264,11,737,13,9,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Kilian Fischer,de GER,DF,Wolfsburg,de Bundesliga,25-213,11,800,13,12,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,25-147,23,1581,11,32,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Jonas Föhrenbach,de GER,"DF,MF",Heidenheim,de Bundesliga,30-107,26,2235,25,33,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Francesco Folino,it ITA,DF,Cremonese,it Serie A,24-110,18,722,4,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Héctor Fort,es ESP,"DF,MF",Elche,es La Liga,19-284,13,475,3,5,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,33-051,15,1150,9,8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Juan Foyth,ar ARG,DF,Villarreal,es La Liga,28-121,13,934,13,15,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Alejandro Francés,es ESP,DF,Girona,es La Liga,23-285,22,936,13,14,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Przemysław Frankowski,pl POL,"MF,DF",Rennes,fr Ligue 1,31-031,19,1210,25,9,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Tyler Fredricson,eng ENG,DF,Manchester Utd,eng Premier League,21-079,1,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Alex Freeman,us USA,DF,Villarreal,es La Liga,21-277,8,256,4,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Martin Frese,dk DEN,"MF,DF",Hellas Verona,it Serie A,28-129,29,2256,51,29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,28-058,29,2501,24,34,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Marvin Friedrich,de GER,DF,Gladbach,de Bundesliga,30-151,6,152,3,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jeremie Frimpong,nl NED,"DF,MF",Liverpool,eng Premier League,25-154,20,1023,9,6,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Matteo Gabbia,it ITA,DF,Milan,it Serie A,26-204,28,2350,13,13,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Tiago Gabriel,pt POR,DF,Lecce,it Serie A,21-138,35,3039,38,45,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Javi Galán,es ESP,DF,Osasuna,es La Liga,31-175,18,1558,28,27,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Javi Galán,es ESP,DF,Atlético Madrid,es La Liga,31-175,5,134,2,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Antonino Gallo,it ITA,DF,Lecce,it Serie A,26-128,35,2876,37,14,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
Ismaëlo Ganiou,fr FRA,DF,Lens,fr Ligue 1,21-060,21,1872,24,25,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Facundo Garcés,my MAS,DF,Alavés,es La Liga,26-250,10,793,8,7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Andrés García,es ESP,DF,Aston Villa,eng Premier League,23-095,5,41,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Eric García,es ESP,"DF,MF",Barcelona,es La Liga,25-124,32,2598,42,48,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Fran Garcia,es ESP,"DF,MF",Real Madrid,es La Liga,26-272,12,839,12,6,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Ulisses Garcia,ch SUI,"MF,DF",Marseille,fr Ligue 1,30-122,4,211,2,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ulisses Garcia,ch SUI,DF,Sassuolo,it Serie A,30-122,11,763,9,7,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
James Garner,eng ENG,"MF,DF",Everton,eng Premier League,25-061,36,3233,69,54,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0
Erawan Garnier,th THA,DF,Lens,fr Ligue 1,20-128,1,7,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Federico Gatti,it ITA,DF,Juventus,it Serie A,27-323,19,993,8,11,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Federico Gattoni,ar ARG,DF,Sevilla,es La Liga,27-086,1,10,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jusuf Gazibegović,ba BIH,DF,Köln,de Bundesliga,26-063,1,23,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jean-Philippe Gbamin,ci CIV,"DF,MF",Metz,fr Ligue 1,30-230,30,2459,27,27,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Lutsharel Geertruida,nl NED,"DF,MF",Sunderland,eng Premier League,25-299,26,1513,20,19,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Valentin Gendrey,fr FRA,DF,Hoffenheim,de Bundesliga,25-326,8,59,0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Daniele Ghilardi,it ITA,DF,Roma,it Serie A,23-127,22,1052,13,21,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Mario Gila,es ESP,DF,Lazio,it Serie A,25-257,29,2337,33,24,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Benedikt Gimber,de GER,DF,Heidenheim,de Bundesliga,29-083,21,1436,21,15,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Matthias Ginter,de GER,DF,Freiburg,de Bundesliga,32-114,31,2762,14,22,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Maxima Goffi,fr FRA,DF,Lille,fr Ligue 1,18-110,1,39,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Saba Goglichidze,ge GEO,DF,Udinese,it Serie A,21-322,8,424,8,8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Edoardo Goldaniga,it ITA,DF,Como,it Serie A,32-192,2,15,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Toti Gomes,pt POR,DF,Wolves,eng Premier League,27-117,18,1399,11,13,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,28-355,19,540,7,8,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Sergio Gómez,es ESP,DF,Real Sociedad,es La Liga,25-251,32,2510,49,29,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
Valentín Gómez,ar ARG,DF,Real Betis,es La Liga,22-321,26,1780,25,23,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Rafael Gonçalves,pt POR,"MF,DF",Strasbourg,fr Ligue 1,21-084,12,588,10,4,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Nicolás González,ar ARG,"MF,DF",Atlético Madrid,es La Liga,28-037,24,1448,16,11,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Urko González,es ESP,"DF,MF",Real Sociedad,es La Liga,25-054,1,11,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Andoni Gorosabel,es ESP,DF,Athletic Club,es La Liga,29-282,21,1205,21,15,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Alimami Gory,ml MLI,"MF,DF",Paris FC,fr Ligue 1,29-256,23,958,11,8,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Robin Gosens,de GER,"DF,MF",Fiorentina,it Serie A,31-312,24,1733,17,18,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,34-307,10,758,7,12,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Jonathan Gradit,fr FRA,DF,Lens,fr Ligue 1,33-170,10,807,12,16,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Archie Gray,eng ENG,"MF,DF",Tottenham Hotspur,eng Premier League,20-062,23,1469,8,17,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Nemanja Gudelj,rs SRB,"DF,MF",Sevilla,es La Liga,34-178,31,2285,23,23,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Gabriel Gudmundsson,se SWE,"DF,MF",Leeds United,eng Premier League,27-014,32,2631,47,28,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Marc Guéhi,eng ENG,DF,Crystal Palace,eng Premier League,25-304,20,1800,19,24,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Marc Guéhi,eng ENG,DF,Manchester City,eng Premier League,25-304,13,1170,10,24,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Frederic Guilbert,fr FRA,"DF,MF",Nantes,fr Ligue 1,31-140,8,607,12,19,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Daouda Guindo,ml MLI,DF,Brest,fr Ligue 1,23-211,23,1515,26,28,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Christian Günter,de GER,DF,Freiburg,de Bundesliga,33-074,24,1547,12,10,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Malo Gusto,fr FRA,DF,Chelsea,eng Premier League,22-359,33,2177,23,29,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Miguel Gutiérrez,es ESP,"MF,DF",Napoli,it Serie A,24-290,26,1386,21,7,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Joško Gvardiol,hr CRO,DF,Manchester City,eng Premier League,24-110,16,1302,13,14,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Albian Hajdari,xk KVX,DF,Hoffenheim,de Bundesliga,22-360,29,2370,38,40,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Achraf Hakimi,ma MAR,DF,Paris Saint-Germain,fr Ligue 1,27-190,18,1375,13,11,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Lewis Hall,eng ENG,DF,Newcastle United,eng Premier League,21-247,28,2001,28,27,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Hilan Hamzaoui,fr FRA,DF,Marseille,fr Ligue 1,20-087,1,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Andreas Hanche-Olsen,no NOR,DF,Mainz 05,de Bundesliga,29-116,13,851,5,13,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Dávid Hancko,sk SVK,DF,Atlético Madrid,es La Liga,28-151,28,2297,27,19,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Florent Hanin,dz ALG,"DF,MF",Angers,fr Ligue 1,36-098,24,801,8,12,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Quilindschy Hartman,nl NED,DF,Burnley,eng Premier League,24-180,21,1825,31,32,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0
Hans Hateboer,nl NED,"DF,MF",Rennes,fr Ligue 1,32-124,1,22,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
